ID_Karyawan,nama_karyawan,departemen_karyawan,jabatan_karyawan,gaji_karyawan
9916dac3-a42f-46d8-be08-2d9afe8f8655,Tina Hodges,Social worker,Early years teacher,7370.37
233bdca5-dc6e-4e48-b4c8-b052d9de412e,Judy Rodriguez,"Sound technician, broadcasting/film/video",Music therapist,8666.19
59242673-5004-49fd-957f-b2539734efc9,Jacob Brown,"Librarian, public",Learning mentor,9848.26
4970a63d-4a52-4ee2-a420-d783e9bc7616,William Whitney,Product manager,Customer service manager,8426.16
a9b4f3a6-7e98-457f-9b18-23eda6cc4654,Logan Booth,Chartered management accountant,Personal assistant,8866.16
df8b1624-9ca1-436e-b055-47d92ee4e42d,Allison Herrera,"Librarian, public",Counsellor,6045.66
ac328e69-6110-456c-b504-d7291b44cfba,Ruben Ramirez,Video editor,Charity officer,5720.66
6847f4db-2707-421f-aed2-2edb900be3ff,Kristen Thompson,Interior and spatial designer,Charity officer,9092.66
a8a0d6c2-f0e3-4c38-80eb-c95a260fe865,Sandra Clay,Ranger/warden,Automotive engineer,4719.32
1d5c4a9f-7e0e-43f1-a5ae-559568b29e77,Stacey Hopkins DVM,Police officer,Geochemist,8505.58
4e3c22b4-c70e-4495-8b83-a8b4b31fb827,Troy Massey,Marine scientist,Media planner,4279.23
01ee1ac9-9ddd-42fc-bd90-ec69471f5d76,Tracy Miller,Diplomatic Services operational officer,Toxicologist,6642.67
550127a4-f55c-409f-b056-f57d5bfd7916,Sean Jackson,Psychotherapist,"Designer, graphic",3231.12
a06f5ef2-2544-4034-8c90-8e9942229eea,Brian Nicholson,Air cabin crew,Restaurant manager,6382.93
e286c4c4-fb38-4983-8850-74d2a382c8b2,Rodney Medina,Community pharmacist,Cytogeneticist,7902.44
19b581af-697c-481f-9ad4-522fe74d3ecf,Tiffany Bender,Press photographer,Medical laboratory scientific officer,8017.82
cf3626d5-9005-4c1b-8db7-de5211c64feb,April Salazar,Automotive engineer,Personnel officer,9459.38
b1b1d8f4-4cc1-4f89-b10d-9f5e5d5292ce,Daniel Boyd,"Engineer, water",Charity officer,6029.72
f32fa0db-d039-4949-9c90-4339fb6252f4,Emily Meyers,Medical physicist,Occupational therapist,4894.49
643d3b05-35a0-4a4b-a881-b561dde0162d,Wendy Bennett,Sports administrator,"Production assistant, television",8727.68
b8e3d61f-1646-48d3-939a-97c626d1864e,Joy Bailey,Fast food restaurant manager,"Civil engineer, contracting",7861.29
8f284531-cb8f-4447-96e7-bca66e177d4c,Riley Jackson,Waste management officer,Industrial/product designer,9396.32
b8f8cde3-f169-4227-a007-a81063c3bd65,Alexis Jones,Social worker,Contracting civil engineer,7082.1
56943348-797a-4d67-be04-97086067d641,Kyle Patrick,Clinical research associate,Water quality scientist,6383.88
a33edb54-e133-4c87-8a2f-938f83df9491,Michelle Camacho,Systems analyst,Learning mentor,4752.63
16f28141-837a-4a45-8d75-cd8a67c7c3c2,Keith Moore,Community pharmacist,"Designer, furniture",6620.37
ec43ae01-8bc0-4c0d-a0eb-f884aef0c407,Joseph Sheppard,Fine artist,Learning mentor,4042.2
abd78638-9480-4e62-987b-549216933b13,Scott Jordan,Warehouse manager,Phytotherapist,9621.97
9e9964d2-bc07-4da8-9424-3c17c55c0e7e,Meghan Grant,IT trainer,Quantity surveyor,7060.09
51ca2a8a-b2e5-42b3-8fab-e2a265a206af,Pamela Silva,Theatre stage manager,"Psychologist, prison and probation services",8996.54
5a60728b-15f1-4699-97d8-2a39a8393004,Lindsey Jennings,Osteopath,Theme park manager,9894.88
3b41263f-ce86-4ed9-bc49-b6c1a9979f67,Isaiah Martinez,Set designer,Personnel officer,5123.36
2494da82-3d80-4071-b3b2-11b2cf1e51d7,James French,Research scientist (life sciences),"Nurse, adult",6434.41
ef4e3b8f-b0c2-4ec7-8f6f-562d256fa75f,Stacy Baldwin,Early years teacher,Heritage manager,6855.65
815b6603-9d2f-4356-9fea-d8593678a8de,Brandon Warren,Financial risk analyst,Health physicist,8217.02
14b59e8a-784d-48d0-b433-60ea18f274fd,James Porter,"Nurse, children's",Herbalist,7578.49
a606bf30-bfa9-415f-a57b-01e588aeceee,Sara Ross,Field seismologist,Chartered accountant,6619.09
461ef7b7-07af-4d6d-8c95-dac89d4fb6c9,Aaron Logan,Contracting civil engineer,Control and instrumentation engineer,6101.47
d4781a02-5952-4657-9414-c41176b20279,Julia Graves,Newspaper journalist,Mental health nurse,5519.68
4b8536e0-5f32-4169-88a4-593424896779,Tracy Williams,Speech and language therapist,"Engineer, land",9310.25
c3395be6-75fd-4f20-b4a9-4ad55148ca51,Kyle Harris,Dealer,"Development worker, community",6694.47
ffbc1cf5-5dea-4e41-9e12-b9f3990b4756,Rebecca Boyd,"Therapist, horticultural",Hydrogeologist,8883.39
2302818a-5e81-4691-8507-12c3cf61ba2b,Marcus Bailey,"Conservator, museum/gallery",Herpetologist,3853.91
037a35b5-ac81-41db-94c3-c4290e1ba6d1,Tony Williams,Energy manager,"Production assistant, radio",7710.07
42ccf4f4-18b7-4dc9-807d-b909d5c684ad,Taylor Williams,Homeopath,Ergonomist,8549.16
5665f5fb-2cfe-44a6-a38d-cb2343cfb363,Shelby Wilson,Public relations account executive,Travel agency manager,8123.91
6978a698-7f7a-4652-bede-d0ff2413a844,Anne Carlson PhD,"Geneticist, molecular",Plant breeder/geneticist,7270.09
ada769f0-f81e-4eb1-852f-eedb286fb4ef,Jack Williams,Special effects artist,Site engineer,9839.21
a3dbe34c-2f5d-4476-bf8e-ce8d6cd6c744,Heather Cruz,"Teacher, primary school","Nurse, children's",8519.03
2ce183d2-a370-4413-ba48-c9e4d51f8913,Joel Garcia,"Copywriter, advertising",Animal technologist,7648.78
3821efa5-4967-4069-b411-35dd853064c3,Anthony Silva,Toxicologist,"Programmer, multimedia",6567.54
b7ae96c7-2786-442f-930f-1b9a02160137,Gloria Owens,Sport and exercise psychologist,"Exhibitions officer, museum/gallery",8809.0
27fc078d-3bf6-444d-bd3e-26cf27980a92,Thomas Wong,Diplomatic Services operational officer,Midwife,4693.62
bd3187b5-d564-469c-8c84-890d9284ed4c,Linda Nguyen MD,Further education lecturer,Sport and exercise psychologist,6564.26
f7c0ffd3-9219-4c3e-a712-f94226ef17fc,Gabriel Clark,Financial manager,Careers information officer,6346.56
aab04598-2488-4e5a-97a0-9036b4962e26,Karen Pitts,"Engineer, manufacturing","Engineer, broadcasting (operations)",3885.71
45d08772-37a5-4cfb-bee6-e8c99e2cb652,Tom Beck,Actuary,Production engineer,9424.54
172eed1b-9393-42dd-b4aa-89579778d970,Brittany Anderson,Horticultural consultant,Town planner,4347.43
4ab5f7e5-52fe-43c6-bf6c-5b01e3f15939,Ashley York,Learning mentor,Hospital doctor,4410.48
57fad4b5-fa27-44ec-8d44-0424324a8a71,Alyssa Smith,Museum/gallery conservator,"Teacher, secondary school",6332.59
f708c3a1-d73d-4af8-acc9-cba8295c8cb7,Molly Short,"Education officer, museum","Engineer, manufacturing systems",8412.89
7bcce7e9-5490-4298-a00d-2bcfa3c3fb3d,Rebecca Gonzalez,Immigration officer,Operational investment banker,5210.29
52ce95d5-659c-43e6-a756-491e7ec9af19,Alicia Macias DVM,Museum/gallery curator,"Producer, television/film/video",4648.88
f5d45f0d-5369-4633-8905-09956060bb29,Matthew Oneal,Landscape architect,"Radiographer, therapeutic",3298.69
5fc71355-8aba-4f30-83f3-7d0085558f0b,Linda Lawrence,Sports development officer,"Designer, multimedia",8384.34
7db96f24-3499-460f-82df-d81b7c30074f,Brittany Morris,Secondary school teacher,Clinical embryologist,6412.62
73a841c8-9f04-44cd-8e6f-4e582910050e,Vickie Baldwin,Commissioning editor,"Engineer, drilling",4127.98
5e16cb58-0809-4e7c-89d4-79108a4b4123,Laura Ray,Writer,"Sound technician, broadcasting/film/video",9241.6
ea48e1d1-ce47-4631-a464-ed9f09b68137,Regina Dunn,Personal assistant,Software engineer,4068.46
419baba2-67c7-4ff0-9201-5c5172cfdde0,Ashley Kidd,Cabin crew,Occupational hygienist,7834.34
13e5b344-6fec-40f5-ae19-3403129bd5d5,Erika Gardner,"Producer, radio",Environmental manager,7381.02
80298dfd-e084-4f10-8302-5e08b152d3dd,Meghan Taylor,"Pilot, airline",Learning disability nurse,8612.17
6a54ef4a-1c5c-45dc-b6a6-ca96b04b4fce,Amber Ritter,Film/video editor,Furniture designer,9078.51
8a1c6575-5040-45c1-8dc4-3b5ff4bd12ee,Brad Brown,Soil scientist,"Surveyor, building control",3352.43
51775cb9-7800-48be-843b-448136c68f56,Jon Sanchez,"Engineer, chemical",Airline pilot,6114.24
ed8abaa1-5588-48ea-81b7-d927ef28fecd,Joshua Wiggins,Market researcher,Mechanical engineer,3951.09
bc846fd7-6dc8-470d-91d5-0e10d4bdbd4f,Shawn Nolan,Equality and diversity officer,Water quality scientist,4163.87
41be561f-efad-4285-ac30-c8f363251c2c,Derek Wilson,Sales promotion account executive,Advertising account executive,6456.06
1788534b-a2d7-4694-b1c0-e6f241d2635a,Paula Miller,Museum/gallery conservator,Aeronautical engineer,7555.06
aa948b4d-f96c-4bfa-a651-da0776564e88,Jason Davis,Customer service manager,Camera operator,5073.58
e72cd07f-e77e-4726-9202-7ea9d0840618,Adrienne Walter,Tourist information centre manager,"Designer, jewellery",5478.89
6ec80c77-b967-4413-890c-932c17c9afd8,Jennifer Hayes,Veterinary surgeon,Accounting technician,3989.55
1ac5746f-9019-4608-8b1d-eb268962f7f4,Michael Prince,"Engineer, maintenance",Multimedia programmer,5120.95
7e9941b4-9203-4a23-9c15-755ec9497978,Justin Matthews,Diplomatic Services operational officer,Haematologist,9552.8
583be823-f372-475b-adf9-002d7e37276a,Luis Schultz,"Editor, film/video",Dispensing optician,7838.24
f1fd3bc2-c026-4054-bfb6-98e1fb4d1bc2,Carlos Hopkins,"Engineer, mining",Private music teacher,7022.53
97a97a66-5e14-4b27-b789-4650a835d2ec,Patricia Hansen,Counsellor,Forensic psychologist,9444.13
f0653dd5-e971-4998-9674-5b06243261ab,Billy Buckley Jr.,Contractor,Agricultural consultant,4637.08
a18940a2-6336-4525-a9e9-14d9860725c4,Richard Johnston,Financial risk analyst,Solicitor,6716.96
e319dae0-6236-4fea-bdaa-84522bef0c7e,David Alexander,"Surveyor, planning and development",Adult guidance worker,9964.14
8ae4766e-7ea7-4383-98f1-02e7c1bccef9,Olivia Wilkerson,Telecommunications researcher,Maintenance engineer,4243.05
7b231752-081d-4ae4-9796-c920407dee81,Michael Miller,"Embryologist, clinical",Pension scheme manager,6791.86
82a3e054-2ae0-4eb4-8870-e384b871cb1b,James Hamilton,Analytical chemist,Chartered certified accountant,8831.87
644ba4a5-9a2f-4adb-adeb-7375c7ffcb83,Sean Taylor,"Teacher, English as a foreign language",Operational researcher,3767.06
33b15167-0f6a-4e5a-a917-aa6b4a6f0046,Elizabeth Johnson,Corporate investment banker,Risk manager,4174.86
b8e7da26-3c2f-4350-8f9a-4b5eedaa48f0,Katie Church,Hydrologist,Herbalist,4020.89
6145bf13-6800-4097-bfcc-2a2121e27893,Aaron Ortiz,"Conservation officer, historic buildings",Medical illustrator,4227.7
066ba212-bcf8-41c2-89b1-fe79a63ad8bd,Tammy Brooks,Fast food restaurant manager,Information officer,6338.82
fe43922d-2458-4c3e-afdb-c0ef36d262a5,Vincent Duncan,Ceramics designer,Scientific laboratory technician,7044.38
13f069e4-401b-41a5-af00-bfb602a66265,Monica Wolf,Set designer,Retail manager,5356.11
0dfa27df-af03-47a2-b024-d5604098ceed,Alexandra Wilson,"Engineer, petroleum",Chartered public finance accountant,3340.46
269f6bdb-41c7-4732-9298-e1499a21e411,Jacqueline Rice,Telecommunications researcher,"Engineer, control and instrumentation",9090.33
b4838583-b7cc-4d53-a92a-a015b6a9965e,Justin Banks,Waste management officer,Ecologist,6419.96
0afa1314-f81c-4105-b216-bcd4e0842a8d,Madison Smith,Travel agency manager,Commercial art gallery manager,9581.74
fcf514d1-12b2-467a-a502-ed29a70713c0,Shane Hernandez,Environmental health practitioner,Marketing executive,9119.31
0840ab41-618a-496f-8ab9-69a7b8b16a42,Robert Garcia,Marine scientist,Purchasing manager,4595.67
303bea84-dcd4-4020-bbbf-23de0445be55,Laura Wright,Sports development officer,Health and safety inspector,8200.2
183b5e12-a38c-4535-bbfb-29ea7459e0f1,Kathryn Alexander,Naval architect,Photographer,6989.05
1f1064d1-07f7-4bf4-bd96-8d96d7f19522,Dennis Navarro,Fashion designer,English as a foreign language teacher,6150.76
bab55aa0-8cee-4f4e-b8e2-9fabc6a2d5d7,Connor Mcintosh,"Engineer, biomedical","Radiographer, therapeutic",8713.21
05d4d81a-8654-45ba-bb55-e7976c08f527,Shawn James,Immunologist,Legal executive,5530.22
041d19cd-2907-4301-bc36-fd6738cf68f2,Amanda James,Dancer,Web designer,7926.31
21a35aa6-57d2-4038-ad4d-aab1ab678f11,Jennifer Martinez,Horticultural consultant,Trade mark attorney,5714.55
e59b6a13-9358-4b7c-b0a9-2fd91d963506,Laura Blanchard,Pharmacologist,Operational researcher,7179.76
00012ce4-faa3-472a-95fd-1f200441c7d1,Valerie Lin,"Scientist, clinical (histocompatibility and immunogenetics)",Patent attorney,7997.93
e877202c-6040-4576-963a-405aea88f395,Clayton Parker,Pathologist,Sports administrator,6351.13
32889991-3d97-46b0-9831-c128de271b3a,Marco Rodriguez,Hospital doctor,"Chemist, analytical",6612.35
791dae28-8a61-4ad9-a3ce-38410207d563,Alexis Davis,Private music teacher,Archaeologist,6601.3
2cad4553-1a15-40dc-aee0-250368b361b3,Nichole Rodriguez,Corporate investment banker,Operational investment banker,6147.68
65f05379-6f7d-4c22-b5f7-5de98d3c7876,Thomas Gould,Theatre stage manager,Sales executive,4106.24
89351e12-46c7-461c-b772-41a5101c8c6b,Emily Hill,Clinical research associate,Intelligence analyst,4460.74
11493aae-cbbc-45ba-960d-e75674024f6f,Tiffany Guzman,Landscape architect,Advertising copywriter,7805.27
ade6fb0a-3fda-4218-92d7-d1d4a44bc79b,Jacob Gonzales,Museum education officer,Amenity horticulturist,4449.77
63af7f07-80b8-4d56-924e-4c479e933568,Christine Murillo,Health promotion specialist,Software engineer,4897.87
4268b486-f207-41fe-bf14-5228be339e1e,Grace Taylor,"Geologist, wellsite",Housing manager/officer,5328.08
5de5e9b0-3a77-4d4a-b2ea-c1aa49a8314b,Susan Stewart,Analytical chemist,Amenity horticulturist,7818.35
8b689864-5c3d-4589-948f-9a9b03b9f84b,Martin Garcia,Dispensing optician,Theatre manager,3695.61
50bb4eb1-124c-4f00-93f0-fe6e425b7212,Virginia Hernandez,Chief Technology Officer,Theatre director,5391.66
cdbe777d-09b1-4c50-9f30-c11f3cc9888c,Matthew Evans,Field trials officer,"Programme researcher, broadcasting/film/video",6297.88
f0bbf878-aa23-41d0-b4cb-b6335e523d1c,Jeffrey Hood,Training and development officer,"Nurse, adult",7973.18
705aadc9-b9f5-4297-9535-12fae8ccb06a,Ronnie West,Tax adviser,Immigration officer,5017.88
49f070ca-ad32-436f-93bd-e23286121307,Dominique Griffin,"Education officer, museum","Scientist, biomedical",8534.6
6d2efa7b-eb5c-4f16-9626-0aee31bd40c4,Erin Brady,Telecommunications researcher,"Designer, blown glass/stained glass",5109.37
e73b4876-acad-4cf8-b987-2e3e96de4ad2,Kim Hill,Visual merchandiser,Market researcher,5512.97
34cae030-82e1-4f22-8cf8-537972b1483f,Heidi Moran,Volunteer coordinator,Chartered legal executive (England and Wales),9285.69
510bbf6f-02f5-47fe-ad5e-346e2b4caf97,Richard Brooks,Training and development officer,Advertising art director,5541.78
01cbc6ea-51ae-4061-9894-5fa95ad80e82,Lori Guerrero,Chiropodist,Music tutor,8041.9
ae6a6c2f-86fa-43d2-b154-c6e26c1fcb0a,Lisa Anderson,Academic librarian,Architectural technologist,7583.07
98800bb5-c201-45fb-8a41-f0a9eae2d7cc,Marissa Reed,Garment/textile technologist,Research scientist (life sciences),8032.53
294930cf-d674-4df2-9220-c3af9f700ca7,Hannah Vang,Logistics and distribution manager,Primary school teacher,6590.3
b904ce68-276d-488d-909e-ecffcaa27855,Donna Kennedy,Financial adviser,Public librarian,6279.31
6179c649-19f8-4d56-b8dc-1499e6d6beaf,Noah Mendez,"Lecturer, higher education",Press sub,4760.76
f918ae3a-25c6-429e-b558-416c8922134b,Jonathan Chavez,Theatre manager,Dramatherapist,5397.65
2ad7dce9-0c97-4fe6-a4f7-cfadfa2b3a8c,Emily Pittman,Music tutor,Comptroller,6256.94
1aa8c667-7d28-4e53-8120-b49ee6aed3af,Lucas Ramsey,Equities trader,Water quality scientist,7893.67
54134cfb-338d-4054-bcdc-be0ef2e9d30c,Patricia Nelson,"Merchandiser, retail",Land,9452.15
d546c35e-d01a-4164-b52b-93b7c316ef1e,Nicole Gilmore,Sport and exercise psychologist,Hydrogeologist,7482.04
eb819760-f911-406e-a825-a9f46b6eb929,James Morrison,Research scientist (life sciences),"Programmer, multimedia",4837.93
82d24c95-dbac-41d7-ba61-0594cf8091eb,Vicki Stokes,Travel agency manager,Occupational therapist,7380.9
7aac96ca-3e43-471c-aeca-b9dc29347fb3,Kimberly Rowe,Food technologist,"Pharmacist, community",3904.67
925af648-f99b-4e21-898a-3ac595cf68ec,Shawn Garrett,Seismic interpreter,Forensic scientist,3954.78
8a495030-b544-4b4d-923f-f46f43a745a5,Edwin James,Public librarian,Special educational needs teacher,8964.61
a44bbf16-e81b-4f72-b659-694b49fce4ce,Angel Spears,Chief Technology Officer,Interior and spatial designer,9625.78
d14aab77-9322-457f-aa12-08a411799163,Carlos Pope,"Therapist, art",Electronics engineer,3774.66
94cf4ce2-ec83-48cb-8914-75414fbd7263,James Esparza,"Conservation officer, nature",Software engineer,5469.55
8d36e0fa-e313-439d-889f-e6a2d6ec9e12,Billy Fleming,"Therapist, sports",Information officer,3602.16
4efb8299-95b0-47b7-987d-41dcbd008e3a,Dr. April Young,Archaeologist,Arboriculturist,3529.6
3b177d17-3918-4d5b-8b55-2b97736aeb03,Justin Robbins,"Therapist, drama",Arboriculturist,4484.56
5979b7d6-4441-47f1-8eca-d70fda11aca4,Nicholas Holt,Maintenance engineer,Cytogeneticist,9558.83
07997d79-000b-4ad1-9312-9fdf21f700ee,Melinda Bautista,"Engineer, civil (contracting)","Biochemist, clinical",9944.86
f4edc0b9-8fed-4b3d-abc9-5995ec553458,Juan Thompson,"Engineer, water","Nurse, children's",9554.79
a4e6a46b-9f5e-4811-9c8b-b6577e94ea63,Sara Hayes,General practice doctor,Analytical chemist,4647.56
a3d5290f-0677-4677-9f8f-c5335596e611,Terry Hernandez,Civil Service administrator,Geochemist,9721.34
3c00aedd-eb45-4ef7-b288-33d83d075107,Megan Robertson,"Scientist, physiological",Data scientist,5074.22
56cb16c8-c821-4ce1-a9da-02e95234bf29,Patricia Ford,Theme park manager,"Psychologist, occupational",5184.41
ba22edce-140b-45ba-8ea9-ae53aea6baa5,Destiny Hernandez,Tax inspector,Public librarian,3722.82
73ae8d9f-cf60-46c1-9eb4-9cf3481396f4,Sandra Gonzalez,"Conservation officer, nature","Designer, industrial/product",9686.58
200b8177-3f42-422f-887d-517c2e233745,Adam Cruz,Geoscientist,Tourism officer,4762.13
fb0311f0-0433-4cfd-943c-47e2afa7f537,Craig Bowen,Airline pilot,Jewellery designer,8194.78
1aa35062-99bb-42dd-81fc-7d08479d46d2,Thomas Allison,"Journalist, broadcasting",Fish farm manager,3278.01
7975cb5b-c47b-4519-bd4a-8f572ee022a8,Tracy Mora DDS,Travel agency manager,Chief Technology Officer,9517.49
ef1a66f5-0f14-4909-b59a-b88d00fb14ac,Kirk Adams,Community education officer,Metallurgist,9093.13
97522f2a-6b60-4e65-8fab-3348e30eee48,Julie Case,Training and development officer,Management consultant,9305.58
7525f7bd-5dcb-4944-81e1-0bb19c15b9a6,Donna Myers MD,Music tutor,Counsellor,5429.3
f0562260-38b3-4102-991e-1965a61cd332,Christopher Malone,Medical physicist,"Librarian, public",8050.95
0c953628-54fb-4ac3-9e0a-47c39192b53f,Joel Scott,Actuary,Automotive engineer,8504.1
e3a713a1-8ef5-4922-96b4-8c71de9256a0,Joel Taylor,Graphic designer,Health visitor,5040.69
95f135d0-8dd5-4097-9436-9dbb99693e25,Paul Shaw,"Librarian, academic",Research scientist (maths),3337.73
9fce3a56-02bf-4fb4-9d88-07001125cf9d,Drew Ray,Volunteer coordinator,"Teacher, English as a foreign language",6006.96
320a08b4-548d-4f66-bedb-97846848563e,Donna Jones,Corporate investment banker,Pensions consultant,8030.36
35a1a86a-58ec-4cda-bff9-b823b6f8ece8,Anna Jackson,"Investment banker, operational",Hospital doctor,6018.02
628e009f-ba03-40eb-bd5c-3ba5aff9a4b8,Raymond Johnson,"Social research officer, government",Herbalist,5834.73
ed808417-1f78-47df-b998-df8fb75a1519,Melvin Gonzalez,"Engineer, production","Engineer, structural",3705.41
6178d847-db00-4b58-8980-c08e491305ba,Jeffrey Joyce,Optometrist,Public librarian,5679.96
4b6c1e0f-21e2-4e5d-80f7-eabae03a66da,Garrett Holloway,Data scientist,Trade mark attorney,7749.87
b49b5f62-5f72-45fb-8d81-0ad9c1556e22,Scott Stevens Jr.,Product manager,Counselling psychologist,7823.71
97ef35a3-d7c7-476e-be6d-61389d4cca75,Lisa Chang,Charity fundraiser,Technical sales engineer,7748.8
fc093889-2f99-478e-99bf-4570ac57848b,Alex Flores,Claims inspector/assessor,Chartered loss adjuster,6032.69
fda9a5c3-feeb-4d1f-82f4-c356363c4d34,Scott Jones,"Teacher, secondary school","Production assistant, television",8723.34
415da8db-3c9b-4e71-917f-186ca87cd203,Kristin Sullivan,Hydrogeologist,Electrical engineer,7388.49
12e7ac43-6b1b-4d14-9430-60d8c5a82624,Kenneth Montgomery,Records manager,"Horticulturist, commercial",3880.72
131713ea-304c-404b-8338-59bc7902b174,Mr. Jared Myers,"Psychologist, sport and exercise",Clinical embryologist,5638.27
f2a388d1-958c-4956-bab1-cebc35058ae5,Jessica Rodriguez,Commissioning editor,Banker,7193.6
947e7af1-bd78-46de-9892-55edef5a3aa5,Lisa Obrien,Sports therapist,Estate agent,4979.27
6ce075a1-b851-4b2f-a8b3-0081e66bcea7,Erin Black,Osteopath,Counsellor,6772.96
c82183fb-0acd-482f-bd31-982533148632,Christina Flynn,"Engineer, water","Therapist, drama",7654.41
bab291db-0a58-40d6-b0f7-50bd630921da,Tami Sexton,Exhibition designer,"Accountant, chartered public finance",9323.15
6c20042b-2a9e-4f83-8bd1-c6b654688f39,Lori Snyder,"Production designer, theatre/television/film","Buyer, industrial",8437.45
144d4632-e285-47da-aa13-e03df3303a6a,Brandon Oconnor,Hospital doctor,Data scientist,5947.72
f05515fd-0b75-40d4-874f-0ec8ba95ee53,Peter Norton,"Civil engineer, consulting","Therapist, horticultural",4778.68
eadd657b-8cd0-468b-ae4f-3ba29ea66832,Kristina Giles,Special educational needs teacher,Building services engineer,7205.06
44407e06-0c7d-4e2a-8af1-20294d79e321,Nathan Black,"Designer, industrial/product","Administrator, charities/voluntary organisations",7727.88
ed29d3a2-db6b-458f-882c-fe336401bf9d,Jennifer Sanders,"Conservator, museum/gallery",Editorial assistant,4828.53
ed341f8e-4121-434b-8957-0fa55f321af9,Mary Norton,Proofreader,Control and instrumentation engineer,6958.21
99379a25-323d-4d1b-9ca5-de93a513bb8e,Jasmine Roy,Naval architect,Arts administrator,6399.03
4add044e-6467-4c84-986f-ee809dafff15,James Jarvis,Sub,"Copywriter, advertising",9822.7
5bafe264-89a5-439e-a5db-39abda7bd995,Walter Norman,"Optician, dispensing","Production designer, theatre/television/film",3843.81
3e6e066d-98b1-452d-9d8b-b8428d93e82f,Jennifer Willis,Barrister,"Lighting technician, broadcasting/film/video",9302.54
913a3a00-c3f9-49e5-8aa6-f8a47e12aba4,Robert Frank,Hydrogeologist,Mechanical engineer,3111.33
e042c687-1442-4e61-9b3f-1e5005affce9,Megan Hayes,Ophthalmologist,Water engineer,7560.23
4ab1c728-68c2-4cc4-8a30-a36709cd9cd9,Paul Hammond,Geophysicist/field seismologist,Make,7362.95
23febffa-821f-4685-97eb-31ada30e9de1,Katie Middleton,Seismic interpreter,"Scientist, physiological",5931.44
9660067c-4720-4db5-9985-f131eacf1cc7,Jacob Rivera,Tour manager,"Therapist, sports",3012.56
cc3cf03d-01ea-4135-b342-041eb702e034,Jamie Casey,"Lighting technician, broadcasting/film/video",Agricultural consultant,7388.39
f56b2982-6a7d-4be9-acd3-3fd5a48f268c,Frank Murphy,Plant breeder/geneticist,Animator,8409.28
b8495df1-1d6c-46b6-b7c1-f7631375a69a,Nathan Craig,Sub,Pharmacologist,8449.91
bcba4d8c-6b77-41b3-9ff2-6f74b23a4b58,Nicole Williams,Architect,Dentist,3892.67
302ffc11-667d-4c10-b41f-6656ff697912,Victor Welch,Copy,"Radiographer, diagnostic",5188.95
5d92d9c8-cef7-4295-8b2d-c544ad4f7fca,Amy Webster,Fine artist,"Engineer, control and instrumentation",4068.18
2cc297d9-23b4-4162-9e74-040aa9320876,Roger Pennington,Psychiatric nurse,Hospital doctor,4544.89
677e8e9a-105a-4e99-92ef-b3d2ff41161d,Jamie Hill MD,Midwife,Mental health nurse,6730.64
ecfb285e-394f-458c-a267-eba485a919ea,Paige Holland,Forensic psychologist,Facilities manager,9291.71
89158e64-4e3b-4390-b5a8-e554bf6c7403,Christopher Hughes,"Conservator, furniture","Producer, television/film/video",6036.59
841408e5-aba5-45fa-a1ac-bb84eaca0857,Amanda Moore,Graphic designer,Airline pilot,9653.73
ff24757e-06d2-40e9-a5e9-9655c3061061,Christopher Simmons,Health physicist,Automotive engineer,8492.92
88ab342f-ae5d-4845-b058-caa76e952429,Barbara Vang,Catering manager,Computer games developer,9031.94
0cd315a0-47c3-44ed-8b36-2a79594460ed,Lisa Barr,Management consultant,Commercial art gallery manager,8450.33
2973da20-f4b1-4658-bfaa-a17c3e61a0f9,Karen Spencer,"Nurse, learning disability","Designer, industrial/product",3193.59
95ede119-d4fa-426b-aff5-ddddc6bb4753,Kathleen Mahoney,Analytical chemist,"Sales professional, IT",6864.62
f2282fd3-43af-4025-93fb-e1a21c0a0237,Adrienne Dunn,Contracting civil engineer,Games developer,3501.27
d9761ae2-fdaa-4da5-9a39-632e6c0dd3cd,Eric Jackson,"Doctor, hospital","Engineer, land",9784.4
4d718b7e-3c53-4140-ae45-fa7bf2a072e6,Keith Martinez,Newspaper journalist,Charity fundraiser,4845.56
3429f73c-6125-45f6-9cef-7e7018643763,Raymond Brooks,"Psychologist, sport and exercise",Commercial art gallery manager,7993.16
2ec6b690-d8e4-4249-bae7-6c584bf18f1f,Emily Pacheco,Neurosurgeon,"Development worker, community",8162.11
8e83a4ba-9905-45f9-aea3-7a536b0b22fc,Donna Gutierrez,Civil Service administrator,Civil Service administrator,6727.06
f489911b-c603-4198-bd86-3fa3266b69b8,Katherine Cook,"Lighting technician, broadcasting/film/video",Research scientist (life sciences),6484.64
2176149e-2b9b-470a-aebc-a2d6e75094b2,Joseph Brown,"Pilot, airline",Furniture conservator/restorer,3486.05
1ec98b22-107b-4ef7-838d-d7a7af915807,Christopher Zamora,Games developer,Retail buyer,5782.28
b3a4f933-3b89-4a31-ab76-cc31a25f459c,Joy Pacheco,Outdoor activities/education manager,Chief Financial Officer,3085.66
587c511b-7f0d-4e74-a534-7b941949af1f,Stephen Wright,Facilities manager,Field seismologist,6297.68
a088803e-d7c6-43be-835a-394d7abdd061,Stephanie Cooper,Chief Operating Officer,"Psychologist, prison and probation services",3346.98
2bca65fc-ab20-4dcb-afcb-15f09785ede0,Kelly Suarez,Risk analyst,Hospital doctor,5079.2
3a310b70-5b64-4a5b-b212-b072972bfd2a,Harold Reed,Corporate investment banker,"Conservator, museum/gallery",8124.86
